🚀 Training on device: cuda
Loading data from /content/drive/My Drive/processed_aalto_data.npy...
Data Loaded. Users: 12006, Seq/User: 5
🏋️ Starting Training Loop...
Epoch 1 | Batch 0 | Loss: 29.4983
Epoch 9 | Batch 20 | Loss: 0.3578
Epoch 9 | Batch 30 | Loss: 0.2874
Epoch 9 | Batch 40 | Loss: 0.3211
Epoch 9 | Batch 50 | Loss: 0.2869
Epoch 9 | Batch 60 | Loss: 0.2497
Epoch 9 | Batch 70 | Loss: 0.3648
Epoch 9 | Batch 80 | Loss: 0.3087
Epoch 9 | Batch 90 | Loss: 0.2477
Epoch 9 | Batch 100 | Loss: 0.3724
Epoch 9 | Batch 110 | Loss: 0.3057
Epoch 9 | Batch 120 | Loss: 0.2292
Epoch 9 | Batch 130 | Loss: 0.2703
Epoch 9 | Batch 140 | Loss: 0.2804
Epoch 9 | Batch 150 | Loss: 0.2603
Epoch 9 | Batch 160 | Loss: 0.2685
Epoch 9 | Batch 170 | Loss: 0.2946
Epoch 9 | Batch 180 | Loss: 0.3249
Epoch 9 | Batch 190 | Loss: 0.3156
Epoch 9 | Batch 200 | Loss: 0.2353
Epoch 9 | Batch 210 | Loss: 0.3061
Epoch 9 | Batch 220 | Loss: 0.2991
Epoch 9 | Batch 230 | Loss: 0.2709
✅ Epoch [9/100] Complete. Avg Loss: 0.2992
Epoch 10 | Batch 0 | Loss: 0.2165
Epoch 10 | Batch 10 | Loss: 0.3232
Epoch 10 | Batch 20 | Loss: 0.2889
Epoch 10 | Batch 30 | Loss: 0.3045
Epoch 10 | Batch 40 | Loss: 0.3561
Epoch 10 | Batch 50 | Loss: 0.2912
Epoch 10 | Batch 60 | Loss: 0.3374
Epoch 10 | Batch 70 | Loss: 0.3289
Epoch 10 | Batch 80 | Loss: 0.3722
Epoch 10 | Batch 90 | Loss: 0.3103
Epoch 10 | Batch 100 | Loss: 0.3050
Epoch 10 | Batch 110 | Loss: 0.2528
Epoch 10 | Batch 120 | Loss: 0.2237
Epoch 10 | Batch 130 | Loss: 0.2656
Epoch 10 | Batch 140 | Loss: 0.8190
Epoch 10 | Batch 150 | Loss: 0.2870
Epoch 10 | Batch 160 | Loss: 0.2633
Epoch 10 | Batch 170 | Loss: 0.3013
Epoch 10 | Batch 180 | Loss: 0.3531
Epoch 10 | Batch 190 | Loss: 0.3183
Epoch 10 | Batch 200 | Loss: 0.2883
Epoch 10 | Batch 210 | Loss: 0.3195
Epoch 10 | Batch 220 | Loss: 0.3469
Epoch 10 | Batch 230 | Loss: 0.2896
✅ Epoch [10/100] Complete. Avg Loss: 0.3022
💾 Model saved to /content/drive/My Drive/typenet_pretrained.pth
Epoch 11 | Batch 0 | Loss: 0.2546
Epoch 11 | Batch 10 | Loss: 0.2767
Epoch 11 | Batch 20 | Loss: 0.3610
Epoch 11 | Batch 30 | Loss: 0.2858
Epoch 11 | Batch 40 | Loss: 0.2554
Epoch 11 | Batch 50 | Loss: 0.3016
Epoch 11 | Batch 60 | Loss: 0.2952
Epoch 11 | Batch 70 | Loss: 0.2641
Epoch 11 | Batch 80 | Loss: 0.2293
Epoch 11 | Batch 90 | Loss: 0.2978
Epoch 11 | Batch 100 | Loss: 0.2884
Epoch 11 | Batch 110 | Loss: 0.2673
Epoch 11 | Batch 120 | Loss: 0.3039
Epoch 11 | Batch 130 | Loss: 0.3681
Epoch 11 | Batch 140 | Loss: 0.2860
Epoch 11 | Batch 150 | Loss: 0.3160
Epoch 11 | Batch 160 | Loss: 0.2602
Epoch 11 | Batch 170 | Loss: 0.3181
Epoch 11 | Batch 180 | Loss: 0.2490
Epoch 11 | Batch 190 | Loss: 0.3110
Epoch 11 | Batch 200 | Loss: 0.2624
Epoch 11 | Batch 210 | Loss: 0.2965
Epoch 11 | Batch 220 | Loss: 0.3712
Epoch 11 | Batch 230 | Loss: 0.2909
✅ Epoch [11/100] Complete. Avg Loss: 0.2982
Epoch 12 | Batch 0 | Loss: 0.3286
Epoch 12 | Batch 10 | Loss: 0.3214
Epoch 12 | Batch 20 | Loss: 0.3394
Epoch 12 | Batch 30 | Loss: 0.2741
Epoch 12 | Batch 40 | Loss: 0.3049
Epoch 12 | Batch 50 | Loss: 0.3071
Epoch 12 | Batch 60 | Loss: 0.2640
Epoch 12 | Batch 70 | Loss: 0.2541
Epoch 12 | Batch 80 | Loss: 0.2643
Epoch 12 | Batch 90 | Loss: 0.2612
Epoch 12 | Batch 100 | Loss: 0.2800
Epoch 12 | Batch 110 | Loss: 0.2823
Epoch 12 | Batch 120 | Loss: 0.3172
Epoch 12 | Batch 130 | Loss: 0.2206
Epoch 12 | Batch 140 | Loss: 0.3541
Epoch 12 | Batch 150 | Loss: 0.2616
Epoch 12 | Batch 160 | Loss: 0.2552
Epoch 12 | Batch 170 | Loss: 0.3374
Epoch 12 | Batch 180 | Loss: 0.3427
Epoch 12 | Batch 190 | Loss: 0.2934
Epoch 12 | Batch 200 | Loss: 0.2745
Epoch 12 | Batch 210 | Loss: 0.3202
Epoch 12 | Batch 220 | Loss: 0.3053
Epoch 12 | Batch 230 | Loss: 0.2758
✅ Epoch [12/100] Complete. Avg Loss: 0.2863
Epoch 13 | Batch 0 | Loss: 0.2730
Epoch 13 | Batch 10 | Loss: 0.3063
Epoch 13 | Batch 20 | Loss: 0.3202
Epoch 13 | Batch 30 | Loss: 0.2948
Epoch 13 | Batch 40 | Loss: 0.2670
Epoch 13 | Batch 50 | Loss: 0.3499
Epoch 13 | Batch 60 | Loss: 0.2530
Epoch 13 | Batch 70 | Loss: 0.2960
Epoch 13 | Batch 80 | Loss: 0.3361
Epoch 13 | Batch 90 | Loss: 0.2342
Epoch 13 | Batch 100 | Loss: 0.2929
Epoch 13 | Batch 110 | Loss: 0.2596
Epoch 13 | Batch 120 | Loss: 0.3115
Epoch 13 | Batch 130 | Loss: 0.1802
Epoch 13 | Batch 140 | Loss: 0.2697
Epoch 13 | Batch 150 | Loss: 0.3381
Epoch 13 | Batch 160 | Loss: 0.2844
Epoch 13 | Batch 170 | Loss: 0.2996
Epoch 13 | Batch 180 | Loss: 0.3467
Epoch 13 | Batch 190 | Loss: 0.2763
Epoch 13 | Batch 200 | Loss: 0.3218
Epoch 13 | Batch 210 | Loss: 0.2566
Epoch 13 | Batch 220 | Loss: 0.3221
Epoch 13 | Batch 230 | Loss: 0.3260
✅ Epoch [13/100] Complete. Avg Loss: 0.2824
Epoch 14 | Batch 0 | Loss: 0.3015
Epoch 14 | Batch 10 | Loss: 0.2941
Epoch 14 | Batch 20 | Loss: 0.2797
Epoch 14 | Batch 30 | Loss: 0.3119
Epoch 14 | Batch 40 | Loss: 0.2329
Epoch 14 | Batch 50 | Loss: 0.3034
Epoch 14 | Batch 60 | Loss: 0.3159
Epoch 14 | Batch 70 | Loss: 0.1946
Epoch 14 | Batch 80 | Loss: 0.2608
Epoch 14 | Batch 90 | Loss: 0.2895
Epoch 14 | Batch 100 | Loss: 0.2738
Epoch 14 | Batch 110 | Loss: 0.2581
Epoch 14 | Batch 120 | Loss: 0.2890
Epoch 14 | Batch 130 | Loss: 0.2612
Epoch 14 | Batch 140 | Loss: 0.2998
Epoch 14 | Batch 150 | Loss: 0.2333
Epoch 14 | Batch 160 | Loss: 0.2740
Epoch 14 | Batch 170 | Loss: 0.2212
Epoch 14 | Batch 180 | Loss: 0.3524
Epoch 14 | Batch 190 | Loss: 0.2372
Epoch 14 | Batch 200 | Loss: 0.2973
Epoch 14 | Batch 210 | Loss: 0.3039
Epoch 14 | Batch 220 | Loss: 0.2943
Epoch 14 | Batch 230 | Loss: 0.2545
✅ Epoch [14/100] Complete. Avg Loss: 0.2755
Epoch 15 | Batch 0 | Loss: 0.2503
Epoch 15 | Batch 10 | Loss: 0.3299
Epoch 15 | Batch 20 | Loss: 0.2058
Epoch 15 | Batch 30 | Loss: 0.2404
Epoch 15 | Batch 40 | Loss: 0.2918
Epoch 15 | Batch 50 | Loss: 0.3412
Epoch 15 | Batch 60 | Loss: 0.2668
Epoch 15 | Batch 70 | Loss: 0.2936
Epoch 15 | Batch 80 | Loss: 0.2052
Epoch 15 | Batch 90 | Loss: 0.2994
Epoch 15 | Batch 100 | Loss: 0.2921
Epoch 15 | Batch 110 | Loss: 0.2433
Epoch 15 | Batch 120 | Loss: 0.2261
Epoch 15 | Batch 130 | Loss: 0.2256
Epoch 15 | Batch 140 | Loss: 0.3023
Epoch 15 | Batch 150 | Loss: 0.2438
Epoch 15 | Batch 160 | Loss: 0.2816
Epoch 15 | Batch 170 | Loss: 0.2563
Epoch 15 | Batch 180 | Loss: 0.2400
Epoch 15 | Batch 190 | Loss: 0.2881
Epoch 15 | Batch 200 | Loss: 0.3095
Epoch 15 | Batch 210 | Loss: 0.3805
Epoch 15 | Batch 220 | Loss: 0.2623
Epoch 15 | Batch 230 | Loss: 0.2924
✅ Epoch [15/100] Complete. Avg Loss: 0.2678
Epoch 16 | Batch 0 | Loss: 0.2610
Epoch 16 | Batch 10 | Loss: 0.2446
Epoch 16 | Batch 20 | Loss: 0.3050
Epoch 16 | Batch 30 | Loss: 0.2781
Epoch 16 | Batch 40 | Loss: 0.3856
Epoch 16 | Batch 50 | Loss: 0.2376
Epoch 16 | Batch 60 | Loss: 0.2768
Epoch 16 | Batch 70 | Loss: 0.2911
Epoch 16 | Batch 80 | Loss: 0.2495
Epoch 16 | Batch 90 | Loss: 0.2776
Epoch 16 | Batch 100 | Loss: 0.2601
Epoch 16 | Batch 110 | Loss: 0.2731
Epoch 16 | Batch 120 | Loss: 0.2564
Epoch 16 | Batch 130 | Loss: 0.2902
Epoch 16 | Batch 140 | Loss: 0.2631
Epoch 16 | Batch 150 | Loss: 0.2356
Epoch 16 | Batch 160 | Loss: 0.3311
Epoch 16 | Batch 170 | Loss: 0.2203
Epoch 16 | Batch 180 | Loss: 0.2758
Epoch 16 | Batch 190 | Loss: 0.2578
Epoch 16 | Batch 200 | Loss: 0.2739
Epoch 16 | Batch 210 | Loss: 0.2606
Epoch 16 | Batch 220 | Loss: 0.2842
Epoch 16 | Batch 230 | Loss: 0.2611
✅ Epoch [16/100] Complete. Avg Loss: 0.2621
Epoch 17 | Batch 0 | Loss: 0.2980
Epoch 17 | Batch 10 | Loss: 0.2763
Epoch 17 | Batch 20 | Loss: 0.2923
Epoch 17 | Batch 30 | Loss: 0.2190
Epoch 17 | Batch 40 | Loss: 0.2472
Epoch 17 | Batch 50 | Loss: 0.2861
Epoch 17 | Batch 60 | Loss: 0.2332
Epoch 17 | Batch 70 | Loss: 0.2253
Epoch 17 | Batch 80 | Loss: 0.2866
Epoch 17 | Batch 90 | Loss: 0.2593
Epoch 17 | Batch 100 | Loss: 0.2271
Epoch 17 | Batch 110 | Loss: 0.1888
Epoch 17 | Batch 120 | Loss: 0.2645
Epoch 17 | Batch 130 | Loss: 0.2353
Epoch 17 | Batch 140 | Loss: 0.2109
Epoch 17 | Batch 150 | Loss: 0.2611
Epoch 17 | Batch 160 | Loss: 0.2620
Epoch 17 | Batch 170 | Loss: 0.2513
Epoch 17 | Batch 180 | Loss: 0.2188
Epoch 17 | Batch 190 | Loss: 0.2989
Epoch 17 | Batch 200 | Loss: 0.2522
Epoch 17 | Batch 210 | Loss: 0.2503
Epoch 17 | Batch 220 | Loss: 0.2456
Epoch 17 | Batch 230 | Loss: 0.2247
✅ Epoch [17/100] Complete. Avg Loss: 0.2541
Epoch 18 | Batch 0 | Loss: 0.2222
Epoch 18 | Batch 10 | Loss: 0.2403
Epoch 18 | Batch 20 | Loss: 0.3202
Epoch 18 | Batch 30 | Loss: 0.2526
Epoch 18 | Batch 40 | Loss: 0.2471
Epoch 18 | Batch 50 | Loss: 0.3432
Epoch 18 | Batch 60 | Loss: 0.2533
Epoch 18 | Batch 70 | Loss: 0.2680
Epoch 18 | Batch 80 | Loss: 0.2806
Epoch 18 | Batch 90 | Loss: 0.2280
Epoch 18 | Batch 100 | Loss: 0.2643
Epoch 18 | Batch 110 | Loss: 0.2111
Epoch 18 | Batch 120 | Loss: 0.2138
Epoch 18 | Batch 130 | Loss: 0.2477
Epoch 18 | Batch 140 | Loss: 0.2606
Epoch 18 | Batch 150 | Loss: 0.1745
Epoch 18 | Batch 160 | Loss: 0.2212
Epoch 18 | Batch 170 | Loss: 0.2278
Epoch 18 | Batch 180 | Loss: 0.2347
Epoch 18 | Batch 190 | Loss: 0.2406
Epoch 18 | Batch 200 | Loss: 0.2766
Epoch 18 | Batch 210 | Loss: 0.2547
Epoch 18 | Batch 220 | Loss: 0.2777
Epoch 18 | Batch 230 | Loss: 0.2543
✅ Epoch [18/100] Complete. Avg Loss: 0.2519
Epoch 19 | Batch 0 | Loss: 0.2176
Epoch 19 | Batch 10 | Loss: 0.2554
Epoch 19 | Batch 20 | Loss: 0.2098
Epoch 19 | Batch 30 | Loss: 0.2309
Epoch 19 | Batch 40 | Loss: 0.2634
Epoch 19 | Batch 50 | Loss: 0.2829
Epoch 19 | Batch 60 | Loss: 0.2508
Epoch 19 | Batch 70 | Loss: 0.2963
Epoch 19 | Batch 80 | Loss: 0.2581
Epoch 19 | Batch 90 | Loss: 0.2438
Epoch 19 | Batch 100 | Loss: 0.3096
Epoch 19 | Batch 110 | Loss: 0.2426
Epoch 19 | Batch 120 | Loss: 0.3237
Epoch 19 | Batch 130 | Loss: 0.2237
Epoch 19 | Batch 140 | Loss: 0.2467
Epoch 19 | Batch 150 | Loss: 0.1902
Epoch 19 | Batch 160 | Loss: 0.3292
Epoch 19 | Batch 170 | Loss: 0.1896
Epoch 19 | Batch 180 | Loss: 0.2202
Epoch 19 | Batch 190 | Loss: 0.2449
Epoch 19 | Batch 200 | Loss: 0.2564
Epoch 19 | Batch 210 | Loss: 0.2342
Epoch 19 | Batch 220 | Loss: 0.2466
Epoch 19 | Batch 230 | Loss: 0.2446
✅ Epoch [19/100] Complete. Avg Loss: 0.2534
Epoch 20 | Batch 0 | Loss: 0.3143
Epoch 20 | Batch 10 | Loss: 0.2035
Epoch 20 | Batch 20 | Loss: 0.3226
Epoch 20 | Batch 30 | Loss: 0.2678
Epoch 20 | Batch 40 | Loss: 0.2636
Epoch 20 | Batch 50 | Loss: 0.2197
Epoch 20 | Batch 60 | Loss: 0.2680
Epoch 20 | Batch 70 | Loss: 0.2711
Epoch 20 | Batch 80 | Loss: 0.2375
Epoch 20 | Batch 90 | Loss: 0.2254
Epoch 20 | Batch 100 | Loss: 0.2462
Epoch 20 | Batch 110 | Loss: 0.2251
Epoch 20 | Batch 120 | Loss: 0.2551
Epoch 20 | Batch 130 | Loss: 0.2004
Epoch 20 | Batch 140 | Loss: 0.2592
Epoch 20 | Batch 150 | Loss: 0.2428
Epoch 20 | Batch 160 | Loss: 0.2315
Epoch 20 | Batch 170 | Loss: 0.2226
Epoch 20 | Batch 180 | Loss: 0.2279
Epoch 20 | Batch 190 | Loss: 0.2862
Epoch 20 | Batch 200 | Loss: 0.2867
Epoch 20 | Batch 210 | Loss: 0.2757
Epoch 20 | Batch 220 | Loss: 0.2172
Epoch 20 | Batch 230 | Loss: 0.2689
✅ Epoch [20/100] Complete. Avg Loss: 0.2461
💾 Model saved to /content/drive/My Drive/typenet_pretrained.pth
Epoch 21 | Batch 0 | Loss: 0.2997
Epoch 21 | Batch 10 | Loss: 0.2459
Epoch 21 | Batch 20 | Loss: 0.2723
Epoch 21 | Batch 30 | Loss: 0.2677
Epoch 21 | Batch 40 | Loss: 0.2431
Epoch 21 | Batch 50 | Loss: 0.2555
Epoch 21 | Batch 60 | Loss: 0.3091
Epoch 21 | Batch 70 | Loss: 0.2016
Epoch 21 | Batch 80 | Loss: 0.2340
Epoch 21 | Batch 90 | Loss: 0.2151
Epoch 21 | Batch 100 | Loss: 0.2382
Epoch 21 | Batch 110 | Loss: 0.2655
Epoch 21 | Batch 120 | Loss: 0.3099
Epoch 21 | Batch 130 | Loss: 0.2075
Epoch 21 | Batch 140 | Loss: 0.2980
Epoch 21 | Batch 150 | Loss: 0.2588
Epoch 21 | Batch 160 | Loss: 0.2192
Epoch 21 | Batch 170 | Loss: 0.2105
Epoch 21 | Batch 180 | Loss: 0.2538
Epoch 21 | Batch 190 | Loss: 0.2189
Epoch 21 | Batch 200 | Loss: 0.2357
Epoch 21 | Batch 210 | Loss: 0.2167
Epoch 21 | Batch 220 | Loss: 0.2910
Epoch 21 | Batch 230 | Loss: 0.2535
✅ Epoch [21/100] Complete. Avg Loss: 0.2466
Epoch 22 | Batch 0 | Loss: 0.2673
Epoch 22 | Batch 10 | Loss: 0.2861
Epoch 22 | Batch 20 | Loss: 0.2017
Epoch 22 | Batch 30 | Loss: 0.2276
Epoch 22 | Batch 40 | Loss: 0.2408
Epoch 22 | Batch 50 | Loss: 0.2596
Epoch 22 | Batch 60 | Loss: 0.2924
Epoch 22 | Batch 70 | Loss: 0.2353
Epoch 22 | Batch 80 | Loss: 0.1777
Epoch 22 | Batch 90 | Loss: 0.2154
Epoch 22 | Batch 100 | Loss: 0.2454
Epoch 22 | Batch 110 | Loss: 0.2250
Epoch 22 | Batch 120 | Loss: 0.2444
Epoch 22 | Batch 130 | Loss: 0.2253
Epoch 22 | Batch 140 | Loss: 0.1984
Epoch 22 | Batch 150 | Loss: 0.2397
Epoch 22 | Batch 160 | Loss: 0.2338
Epoch 22 | Batch 170 | Loss: 0.2771
Epoch 22 | Batch 180 | Loss: 0.2429
Epoch 22 | Batch 190 | Loss: 0.2222
Epoch 22 | Batch 200 | Loss: 0.2339
